# Table 13.7: Indoor Casualty Rates by Model Building Type for Complete Structural Damage (With Collapse)
1,W1,40,20,3,5
1,W1MEAN,40,20,3,5
1,W1BVTILE,40,20,3,5
1,W1BVMETAL,40,20,3,5
1,W1TIMBERTILE,40,20,3,5
1,W1TIMBERMETAL,40,20,3,5
1,Timber_Pre1945,40,20,3,5
1,Timber_Post1945,40,20,3,5
2,W2,40,20,5,10
3,S1L,40,20,5,10
4,S1M,40,20,5,10
5,S1H,40,20,5,10
6,S2L,40,20,5,10
7,S2M,40,20,5,10
8,S2H,40,20,5,10
9,S3,40,20,3,5
10,S4L,40,20,5,10
11,S4M,40,20,5,10
12,S4H,40,20,5,10
13,S5L,40,20,5,10
14,S5M,40,20,5,10
15,S5H,40,20,5,10
16,C1L,40,20,5,10
16,C1LMEAN,40,20,5,10
16,C1LSOFT,40,20,5,10
16,C1LNOSOFT,40,20,5,10
17,C1M,40,20,5,10
17,C1MMEAN,40,20,5,10
17,C1MSOFT,40,20,5,10
17,C1MNOSOFT,40,20,5,10
18,C1H,40,20,5,10
18,C1HMEAN,40,20,5,10
18,C1HSOFT,40,20,5,10
18,C1HNOSOFT,40,20,5,10
19,C2L,40,20,5,10
20,C2M,40,20,5,10
21,C2H,40,20,5,10
22,C3L,40,20,5,10
23,C3M,40,20,5,10
24,C3H,40,20,5,10
25,PC1,40,20,5,10
26,PC2L,40,20,5,10
27,PC2M,40,20,5,10
28,PC2H,40,20,5,10
29,RM1L,40,20,5,10
30,RM1M,40,20,5,10
31,RM2L,40,20,5,10
32,RM2M,40,20,5,10
33,RM2H,40,20,5,10
34,URML,40,20,5,10
34,URMLMEAN,40,20,5,10
34,URMLTILE,40,20,5,10
34,URMLMETAL,40,20,5,10
34,URM_Pre1945,40,20,5,10
34,URM_Post1945,40,20,5,10
35,URMM,40,20,5,10
35,URMMMEAN,40,20,5,10
35,URMMTILE,40,20,5,10
35,URMMMETAL,40,20,5,10
36,MH,40,20,3,5
