# Table 13.3: Indoor Casualty Rates by Model Building Type for Slight Structural Damage
1,W1,0.05,0,0,0
1,W1MEAN,0.05,0,0,0
1,W1BVTILE,0.05,0,0,0
1,W1BVMETAL,0.05,0,0,0
1,W1TIMBERTILE,0.05,0,0,0
1,W1TIMBERMETAL,0.05,0,0,0
2,W2,0.05,0,0,0
3,S1L,0.05,0,0,0
4,S1M,0.05,0,0,0
5,S1H,0.05,0,0,0
6,S2L,0.05,0,0,0
7,S2M,0.05,0,0,0
8,S2H,0.05,0,0,0
9,S3,0.05,0,0,0
10,S4L,0.05,0,0,0
11,S4M,0.05,0,0,0
12,S4H,0.05,0,0,0
13,S5L,0.05,0,0,0
14,S5M,0.05,0,0,0
15,S5H,0.05,0,0,0
16,C1L,0.05,0,0,0
16,C1LMEAN,0.05,0,0,0
16,C1LSOFT,0.05,0,0,0
16,C1LNOSOFT,0.05,0,0,0
17,C1M,0.05,0,0,0
17,C1MMEAN,0.05,0,0,0
17,C1MSOFT,0.05,0,0,0
17,C1MNOSOFT,0.05,0,0,0
18,C1H,0.05,0,0,0
18,C1HMEAN,0.05,0,0,0
18,C1HSOFT,0.05,0,0,0
18,C1HNOSOFT,0.05,0,0,0
19,C2L,0.05,0,0,0
20,C2M,0.05,0,0,0
21,C2H,0.05,0,0,0
22,C3L,0.05,0,0,0
23,C3M,0.05,0,0,0
24,C3H,0.05,0,0,0
25,PC1,0.05,0,0,0
26,PC2L,0.05,0,0,0
27,PC2M,0.05,0,0,0
28,PC2H,0.05,0,0,0
29,RM1L,0.05,0,0,0
30,RM1M,0.05,0,0,0
31,RM2L,0.05,0,0,0
32,RM2M,0.05,0,0,0
33,RM2H,0.05,0,0,0
34,URML,0.05,0,0,0
34,URMLMEAN,0.05,0,0,0
34,URMLTILE,0.05,0,0,0
34,URMLMETAL,0.05,0,0,0
35,URMM,0.05,0,0,0
35,URMMMEAN,0.05,0,0,0
35,URMMTILE,0.05,0,0,0
35,URMMMETAL,0.05,0,0,0
36,MH,0.05,0,0,0
