# Table 13.5: Indoor Casualty Rates by Model Building Type for Extensive Structural Damage
1,W1,1,0.1,0.001,0.001
1,W1MEAN,1,0.1,0.001,0.001
1,W1BVTILE,1,0.1,0.001,0.001
1,W1BVMETAL,1,0.1,0.001,0.001
1,W1TIMBERTILE,1,0.1,0.001,0.001
1,W1TIMBERMETAL,1,0.1,0.001,0.001
1,Timber_Pre1945,1,0.1,0.001,0.001
1,Timber_Post1945,1,0.1,0.001,0.001
2,W2,1,0.1,0.001,0.001
3,S1L,1,0.1,0.001,0.001
4,S1M,1,0.1,0.001,0.001
5,S1H,1,0.1,0.001,0.001
6,S2L,1,0.1,0.001,0.001
7,S2M,1,0.1,0.001,0.001
8,S2H,1,0.1,0.001,0.001
9,S3,1,0.1,0.001,0.001
10,S4L,1,0.1,0.001,0.001
11,S4M,1,0.1,0.001,0.001
12,S4H,1,0.1,0.001,0.001
13,S5L,1,0.1,0.001,0.001
14,S5M,1,0.1,0.001,0.001
15,S5H,1,0.1,0.001,0.001
16,C1L,1,0.1,0.001,0.001
16,C1LMEAN,1,0.1,0.001,0.001
16,C1LSOFT,1,0.1,0.001,0.001
16,C1LNOSOFT,1,0.1,0.001,0.001
17,C1M,1,0.1,0.001,0.001
17,C1MMEAN,1,0.1,0.001,0.001
17,C1MSOFT,1,0.1,0.001,0.001
17,C1MNOSOFT,1,0.1,0.001,0.001
18,C1H,1,0.1,0.001,0.001
18,C1HMEAN,1,0.1,0.001,0.001
18,C1HSOFT,1,0.1,0.001,0.001
18,C1HNOSOFT,1,0.1,0.001,0.001
19,C2L,1,0.1,0.001,0.001
20,C2M,1,0.1,0.001,0.001
21,C2H,1,0.1,0.001,0.001
22,C3L,1,0.1,0.001,0.001
23,C3M,1,0.1,0.001,0.001
24,C3H,1,0.1,0.001,0.001
25,PC1,1,0.1,0.001,0.001
26,PC2L,1,0.1,0.001,0.001
27,PC2M,1,0.1,0.001,0.001
28,PC2H,1,0.1,0.001,0.001
29,RM1L,1,0.1,0.001,0.001
30,RM1M,1,0.1,0.001,0.001
31,RM2L,1,0.1,0.001,0.001
32,RM2M,1,0.1,0.001,0.001
33,RM2H,1,0.1,0.001,0.001
34,URML,2,0.2,0.002,0.002
34,URMLMEAN,2,0.2,0.002,0.002
34,URMLTILE,2,0.2,0.002,0.002
34,URMLMETAL,2,0.2,0.002,0.002
34,URM_Pre1945,2,0.2,0.002,0.002
34,URM_Post1945,2,0.2,0.002,0.002
35,URMM,2,0.2,0.002,0.002
35,URMMMEAN,2,0.2,0.002,0.002
35,URMMTILE,2,0.2,0.002,0.002
35,URMMMETAL,2,0.2,0.002,0.002
36,MH,1,0.1,0.001,0.001
